"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Eastern Buffer","EM1","2023-07-03","1","Bottom Water","0.2","0.043","1.3","50","3.5","120","270","0.14","0.036","0.013","7.8","1.1","34.1","2.1","1","7.8","23.5","0.22","0.88","1.06","0.05","6.3","0.001","1.4"
"Eastern Buffer","EM1","2023-08-11","1","Surface Water","1.7","0.088","18","94","6.3","820","1100","0.19","0.056","0.009","8","5.4","30.5","2.9","0.48","4.5","27.2","0.33","0.28","0.53","0.06","14.7","0.004","1.9"
"Eastern Buffer","EM1","2023-08-11","1","Middle Water","0.4","0.027","1.3","57","4","240","590","0.11","0.027","0.018","7.9","1.7","33.8","2.9","1.4","5","23.4","0.16","0.1","0.24","0.05","13.9","<0.001","1"
"Eastern Buffer","EM1","2023-08-11","1","Bottom Water","0.3","0.017","1.4","56","3.9","300","900","0.11","0.025","0.017","7.9","1.2","34","2.9","1.3","9.6","23.2","0.15","0.09","0.23","0.05","12.5","<0.001","1.9"
"Eastern Buffer","EM1","2023-09-15","1","Surface Water","0.3","0.063","1.2","95","6.4","1200","4000","0.074","0.031","0.016","7.9","<0.2","31.6","2.6","1.3","4.8","26.7","0.17","0.2","0.31","0.08","3.8","0.002","1"
"Eastern Buffer","EM1","2023-09-15","1","Middle Water","0.3","0.04","0.6","132","8.9","760","1700","0.067","0.025","0.012","7.9","0.4","32.1","2.6","1.2","6.6","26.4","0.13","0.23","0.32","0.08","4.4","0.002","1"
"Eastern Buffer","EM1","2023-09-15","1","Bottom Water","0.3","0.008","0.4","73","4.9","240","550","0.051","0.022","0.007","7.9","<0.2","32.4","2.6","0.92","8","26.3","0.08","0.14","0.21","0.07","4.3","<0.001","1.7"
"Eastern Buffer","EM1","2023-10-04","1","Surface Water","<0.1","0.066","0.5","88","5.6","8","53","0.052","0.007","0.007","7.9","<0.2","32","2","0.62","10","29.5","0.13","0.21","0.27","0.06","3.8","0.003","2.7"
"Eastern Buffer","EM1","2023-10-04","1","Middle Water","<0.1","0.061","0.8","90","5.8","20","60","0.045","0.006","0.009","7.9","0.5","32.1","2","0.58","9.1","29.5","0.11","0.18","0.23","0.06","3.8","0.003","2.8"
"Eastern Buffer","EM1","2023-10-04","1","Bottom Water","<0.1","0.017","1.1","89","5.7","16","31","0.008","<0.002","<0.002","7.9","<0.2","32.5","2","0.52","9.9","29.3","0.03","0.1","0.11","0.05","4.3","<0.001","2.8"
"Eastern Buffer","EM1","2023-11-10","1","Surface Water","0.3","0.047","1.3","99","6.7","100","270","0.073","0.009","0.01","7.9","0.8","30.7","2.4","0.31","2.6","26.1","0.13","0.27","0.35","0.04","3.6","0.002","<0.5"
"Eastern Buffer","EM1","2023-11-10","1","Middle Water","0.5","0.037","0.7","81","5.4","200","350","0.062","0.007","0.007","7.9","0.4","32.5","2.4","0.24","2.5","26","0.11","0.22","0.29","0.04","3.4","0.001","<0.5"
"Eastern Buffer","EM1","2023-11-10","1","Bottom Water","0.4","0.042","0.9","68","4.6","200","380","0.056","0.006","0.006","7.9","<0.2","32.5","2.4","0.24","2.4","26","0.1","0.29","0.35","0.04","3.3","0.001","<0.5"
"Eastern Buffer","EM1","2023-12-14","1","Surface Water","1.2","0.043","6.7","99","7","28","53","0.053","0.025","<0.002","8.2","1.8","33","3.1","0.23","3","23.2","0.12","0.14","0.22","0.06","2.8","0.003","1.9"
"Eastern Buffer","EM1","2023-12-14","1","Middle Water","1","0.04","6.7","81","5.7","47","71","0.062","0.024","0.018","8.2","4","33","3.1","0.26","1.9","23.2","0.13","0.13","0.22","0.06","3.1","0.002","1.1"
"Eastern Buffer","EM1","2023-12-14","1","Bottom Water","0.8","0.018","5","83","5.9","43","65","0.039","0.005","0.009","8.2","2.5","33.2","3.1","0.27","5.8","23.2","0.06","0.12","0.16","0.06","4.2","0.001","2.5"
"Eastern Buffer","EM2","2023-01-15","1","Surface Water","<0.1","0.12","0.7","72","5.5","120","220","0.19","0.026","0.019","7.3","0.4","32.6","2.8","1.4","1.8","18.7","0.34","0.52","0.74","0.08","0.8","<0.001","0.6"
"Eastern Buffer","EM2","2023-01-15","1","Middle Water","0.1","0.13","0.4","86","6.6","280","610","0.19","0.026","0.035","7.3","0.5","32.6","2.8","1.3","1.4","18.5","0.35","0.58","0.8","0.08","1.7","<0.001","0.6"
"Eastern Buffer","EM2","2023-01-15","1","Bottom Water","<0.1","0.08","<0.2","92","7.2","130","240","0.2","0.022","0.02","7.4","0.5","32.7","2.8","1.4","1","18","0.3","0.32","0.54","0.08","1.3","<0.001","<0.5"
"Eastern Buffer","EM2","2023-02-09","1","Surface Water","0.8","0.062","3.4","84","6.5","240","270","0.046","0.005","0.018","7.5","2.1","33.2","3.4","0.19","8","17.8","0.11","0.22","0.27","0.07","1.1","<0.001","2.2"
"Eastern Buffer","EM2","2023-02-09","1","Middle Water","0.9","0.054","4.4","103","8","190","280","0.043","0.005","0.015","7.5","1.7","33.2","3.4","0.17","5.6","17.9","0.1","0.22","0.27","0.1","1.2","<0.001","2"
"Eastern Buffer","EM2","2023-02-09","1","Bottom Water","0.8","0.046","4.1","103","8","200","260","0.043","0.004","0.014","7.5","1.2","33.3","3.4","0.18","8","18","0.09","0.23","0.28","0.05","1.3","<0.001","1.8"
"Eastern Buffer","EM2","2023-03-02","1","Surface Water","0.6","0.032","0.6","96","7.4","7","9","0.016","0.012","0.003","7.3","0.3","33.6","3.5","0.67","5.1","18.6","0.06","0.55","0.58","0.05","0.7","<0.001","1"
"Eastern Buffer","EM2","2023-03-02","1","Middle Water","0.7","0.033","1.3","95","7.3","18","20","0.024","0.011","<0.002","7.3","<0.2","33.6","3.5","0.66","1.4","18.5","0.07","0.56","0.6","0.05","1.5","<0.001","0.5"
"Eastern Buffer","EM2","2023-03-02","1","Bottom Water","0.7","0.034","0.5","93","7.2","9","20","0.022","0.012","0.003","7.3","0.5","33.6","3.5","0.65","4.3","18.3","0.07","0.57","0.6","0.05","3.8","<0.001","0.8"
"Eastern Buffer","EM2","2023-04-22","1","Surface Water","<0.1","0.056","0.7","87","6.2","37","74","0.018","<0.002","<0.002","7.1","0.6","33.4","2.7","0.26","2.1","23.2","0.08","0.19","0.21","0.03","1.8","<0.001","0.8"
"Eastern Buffer","EM2","2023-04-22","1","Middle Water","<0.1","0.054","0.3","89","6.3","29","61","0.049","0.007","<0.002","7.2","<0.2","33.7","2.7","0.29","2.2","23.1","0.11","0.25","0.31","0.03","2.3","<0.001","0.8"
"Eastern Buffer","EM2","2023-04-22","1","Bottom Water","<0.1","0.043","0.5","87","6.1","30","79","<0.002","<0.002","<0.002","7.1","0.8","33.8","2.7","0.26","5.6","23","0.05","0.49","0.49","0.04","4.9","<0.001","1.4"
"Eastern Buffer","EM2","2023-05-08","1","Surface Water","2.6","0.11","0.2","78","5.4","100","350","0.099","0.009","0.02","7.4","<0.2","33","2.7","0.59","4","24.3","0.22","0.86","0.97","0.05","3.3","0.001","0.8"
"Eastern Buffer","EM2","2023-05-08","1","Middle Water","0.7","0.11","<0.2","85","5.9","160","380","0.091","0.01","0.024","7.4","<0.2","33.2","2.7","0.42","5.2","24.4","0.21","0.86","0.96","0.05","2.1","0.001","1"
"Eastern Buffer","EM2","2023-05-08","1","Bottom Water","0.3","0.05","<0.2","88","6.1","120","170","0.059","0.01","0.038","7.4","<0.2","33.8","2.7","0.39","6","24.1","0.12","0.78","0.85","0.05","3","<0.001","0.8"
"Eastern Buffer","EM2","2023-06-05","1","Surface Water","0.8","0.023","10","112","7.4","12","34","0.064","0.012","0.038","8.2","1.8","29.7","3.1","0.13","3.2","28","0.1","0.68","0.76","0.05","2.7","0.002","1"
"Eastern Buffer","EM2","2023-06-05","1","Middle Water","0.5","0.036","8.9","127","8.5","88","200","0.066","0.017","0.013","8","0.7","32.5","3.1","0.28","5.5","26.9","0.12","0.75","0.83","0.06","3.5","0.002","1.4"
"Eastern Buffer","EM2","2023-06-05","1","Bottom Water","0.1","0.037","3.8","77","5.2","110","260","0.048","0.035","0.053","8","0.6","33.4","3.1","0.59","6.8","25.8","0.12","0.72","0.8","0.07","5.6","0.002","1.1"
"Eastern Buffer","EM2","2023-07-03","1","Surface Water","0.7","0.12","4.8","109","7.5","250","1400","0.27","0.052","0.009","7.9","1.6","30.1","2.1","1.2","2","25.9","0.44","0.49","0.81","0.07","3.8","0.004","1"
"Eastern Buffer","EM2","2023-07-03","1","Middle Water","0.4","0.068","1.9","62","4.3","490","1400","0.18","0.042","0.017","7.8","1.4","33.1","2.1","1.1","5.8","23.9","0.29","0.91","1.13","0.05","4.8","0.002","1.6"
"Eastern Buffer","EM2","2023-07-03","1","Bottom Water","0.2","0.033","0.8","53","3.7","180","610","0.13","0.035","0.012","7.8","1.1","33.9","2.1","1","5","23.3","0.2","0.98","1.15","0.04","6.3","<0.001","1"
"Eastern Buffer","EM2","2023-08-11","1","Surface Water","1.1","0.067","17","77","5.2","500","1500","0.19","0.055","0.006","7.9","5.5","31.5","2.6","0.5","4.6","26","0.31","0.25","0.5","0.06","11.6","0.003","1.8"
"Eastern Buffer","EM2","2023-08-11","1","Middle Water","0.5","0.039","3.7","61","4.3","360","990","0.13","0.034","0.017","7.9","3.3","33.1","2.6","1.3","3.4","24.3","0.2","0.15","0.31","0.06","12.5","0.001","1.2"
"Eastern Buffer","EM2","2023-08-11","1","Bottom Water","0.2","0.006","0.8","59","4.2","190","320","0.092","0.021","0.013","7.9","1.7","34.2","2.6","1.2","4.9","22.7","0.12","<0.05","0.16","0.05","12.2","<0.001","1.1"
"Eastern Buffer","EM2","2023-09-15","1","Surface Water","0.6","0.055","1","109","7.3","160","370","0.072","0.028","0.015","7.9","<0.2","31.5","2.3","1.3","3.8","27.1","0.16","0.18","0.28","0.08","3.2","0.002","0.8"
"Eastern Buffer","EM2","2023-09-15","1","Middle Water","0.3","0.009","1","69","4.6","18","46","0.037","0.019","0.008","7.9","<0.2","32.6","2.3","0.81","5.5","26.4","0.07","0.1","0.16","0.07","3.3","<0.001","0.9"
"Eastern Buffer","EM2","2023-09-15","1","Bottom Water","0.3","<0.005","0.5","80","5.4","8","19","0.042","0.023","0.006","7.9","0.6","33.1","2.3","0.9","14","26.1","0.07","0.12","0.19","0.07","7.4","<0.001","2"
"Eastern Buffer","EM2","2023-10-04","1","Surface Water","0.1","0.05","1.6","107","6.8","20","56","0.036","0.004","0.007","7.9","0.5","32.1","2.5","0.55","7","29.6","0.09","0.16","0.2","0.05","3.2","0.002","2.4"
"Eastern Buffer","EM2","2023-10-04","1","Middle Water","0.2","0.012","0.5","91","5.8","47","92","<0.002","<0.002","<0.002","7.9","<0.2","32.3","2.5","0.47","5.7","29.4","0.02","0.11","0.11","0.06","3.1","<0.001","2.5"
"Eastern Buffer","EM2","2023-10-04","1","Bottom Water","<0.1","0.041","1.9","90","5.7","5","7","0.031","0.005","0.004","7.9","<0.2","32.6","2.5","0.54","8.2","29.3","0.08","0.13","0.17","0.06","4.7","0.002","2.5"
"Eastern Buffer","EM2","2023-11-10","1","Surface Water","0.4","0.031","1.7","92","6.2","18","29","0.052","0.006","0.005","7.9","<0.2","32.5","2.6","0.22","1.6","26.1","0.09","0.17","0.23","0.04","2.9","0.001","<0.5"
"Eastern Buffer","EM2","2023-11-10","1","Middle Water","0.4","0.022","0.9","94","6.3","32","62","0.042","0.005","0.004","7.9","0.2","32.5","2.6","0.21","2.6","26.1","0.07","0.24","0.29","0.04","2.9","<0.001","0.5"
"Eastern Buffer","EM2","2023-11-10","1","Bottom Water","0.3","0.028","1.6","94","6.3","52","120","0.043","0.005","0.004","7.9","0.3","32.6","2.6","0.21","7.3","26","0.08","0.15","0.2","0.06","5.6","<0.001","0.8"
"Eastern Buffer","EM2","2023-12-14","1","Surface Water","0.9","0.026","5.3","78","5.5","45","89","0.052","0.022","0.008","8.2","3.3","33.1","2.6","0.24","2.5","23.2","0.1","0.15","0.22","0.06","2.9","0.002","1.5"
"Eastern Buffer","EM2","2023-12-14","1","Middle Water","0.9","0.033","5","79","5.6","56","100","0.053","0.019","0.005","8.2","4.3","33.1","2.6","0.23","3","23.2","0.11","0.12","0.19","0.06","3","0.002","1.7"
"Eastern Buffer","EM2","2023-12-14","1","Bottom Water","0.7","0.017","4.6","99","7","25","51","0.042","0.004","0.007","8.2","2.6","33.2","2.6","0.29","3.2","23.1","0.06","0.09","0.14","0.05","4.2","0.001","0.6"
"Eastern Buffer","EM3","2023-01-15","1","Surface Water","<0.1","0.078","0.5","86","6.6","79","100","0.19","0.024","0.018","7.4","0.4","32.6","3.9","1.4","2.9","18.5","0.29","0.6","0.81","0.09","0.4","<0.001","1"
"Eastern Buffer","EM3","2023-01-15","1","Middle Water","<0.1","0.043","0.2","95","7.4","27","41","0.19","0.017","0.011","7.4","<0.2","32.7","3.9","1.6","1.2","18","0.25","0.31","0.52","0.07","0.5","<0.001","<0.5"
"Eastern Buffer","EM3","2023-01-15","1","Bottom Water","0.1","0.02","<0.2","92","7.2","6","8","0.19","0.017","0.014","7.4","<0.2","32.7","3.9","1.8","2.1","17.8","0.23","0.42","0.63","0.07","2.3","<0.001","0.6"
"Eastern Buffer","EM3","2023-02-09","1","Surface Water","0.6","0.021","2.3","97","7.5","<1","2","0.017","0.003","<0.002","7.5","1.5","33.5","2.1","0.24","10","18.1","0.04","0.21","0.23","0.05","3.3","<0.001","2.4"
"Eastern Buffer","EM3","2023-02-09","1","Middle Water","0.6","0.029","2.4","99","7.7","1","2","0.017","0.003","0.017","7.5","1.5","33.5","2.1","0.24","11","18.2","0.05","0.17","0.19","0.04","3.3","<0.001","2.5"
"Eastern Buffer","EM3","2023-02-09","1","Bottom Water","0.5","0.024","2.8","100","7.7","<1","<1","0.016","0.003","0.015","7.5","1.6","33.6","2.1","0.22","12","18.3","0.04","0.22","0.24","0.05","3.2","<0.001","2.1"
"Eastern Buffer","EM3","2023-03-02","1","Surface Water","0.7","0.015","0.6","94","7.2","<1","<1","0.022","0.012","0.012","7.3","<0.2","33.7","4.2","0.65","2.1","18.6","0.05","0.59","0.62","0.05","0.3","<0.001","<0.5"
"Eastern Buffer","EM3","2023-03-02","1","Middle Water","0.7","0.018","0.9","95","7.3","<1","1","0.027","0.011","<0.002","7.3","<0.2","33.6","4.2","0.65","1.2","18.3","0.06","0.63","0.67","0.04","0.1","<0.001","0.5"
"Eastern Buffer","EM3","2023-03-02","1","Bottom Water","0.9","0.02","0.7","94","7.2","<1","<1","0.082","0.012","0.009","7.3","<0.2","33.6","4.2","0.68","1.2","18.2","0.11","0.57","0.66","0.04","2.3","<0.001","<0.5"
"Eastern Buffer","EM3","2023-04-22","1","Surface Water","<0.1","0.04","0.8","82","5.8","18","51","<0.002","<0.002","<0.002","7.2","<0.2","33.6","2.7","0.27","2.3","23.1","0.04","0.24","0.24","0.04","2","<0.001","0.7"
"Eastern Buffer","EM3","2023-04-22","1","Middle Water","<0.1","0.04","0.7","91","6.4","10","26","<0.002","<0.002","<0.002","7.2","0.4","33.7","2.7","0.23","3.2","23.1","0.04","0.24","0.24","0.03","2.5","<0.001","1.2"
"Eastern Buffer","EM3","2023-04-22","1","Bottom Water","0.5","0.041","1.1","91","6.4","10","47","<0.002","<0.002","<0.002","7.2","<0.2","33.8","2.7","0.21","5.1","23.1","0.05","0.59","0.59","0.04","6","<0.001","1.7"
"Eastern Buffer","EM3","2023-05-08","1","Surface Water","0.6","0.1","0.3","70","4.8","170","460","0.093","0.01","<0.002","7.4","<0.2","32.8","2.8","0.41","4.4","24.2","0.2","0.83","0.93","0.05","1.6","0.001","0.6"
"Eastern Buffer","EM3","2023-05-08","1","Middle Water","0.4","0.067","0.8","87","6","39","110","0.062","0.008","<0.002","7.4","<0.2","33.4","2.8","0.41","5.3","24.4","0.14","0.81","0.88","0.04","1.2","<0.001","0.9"
"Eastern Buffer","EM3","2023-05-08","1","Bottom Water","0.2","0.035","<0.2","86","6","24","56","0.038","0.01","<0.002","7.4","<0.2","33.8","2.8","0.43","4.6","24.1","0.08","0.81","0.86","0.04","2.7","<0.001","0.6"
"Eastern Buffer","EM3","2023-06-05","1","Surface Water","0.4","0.016","5.1","114","7.4","<1","2","0.096","0.007","<0.002","8.2","1.1","31.4","5.1","0.1","2.5","28.6","0.12","0.58","0.68","0.05","2.3","0.001","0.7"
"Eastern Buffer","EM3","2023-06-05","1","Middle Water","0.5","0.056","9.3","85","5.6","<1","1","0.076","0.025","<0.002","8.2","<0.2","31.8","5.1","0.39","4.1","28","0.16","0.77","0.87","0.07","2.4","0.004","1.2"
"Eastern Buffer","EM3","2023-06-05","1","Bottom Water","0.4","0.025","8.2","83","5.6","22","41","0.063","0.015","<0.002","8","<0.2","33.6","5.1","0.17","4.2","25.7","0.1","0.71","0.79","0.05","3.1","0.001","0.9"
"Eastern Buffer","EM3","2023-07-03","1","Surface Water","0.7","0.088","5.8","109","7.4","200","1700","0.23","0.05","0.005","7.9","1.1","29.6","2.2","0.85","3.8","26.9","0.37","0.43","0.71","0.07","2.7","0.004","1"
"Eastern Buffer","EM3","2023-07-03","1","Middle Water","0.6","0.058","3.6","76","5.2","120","800","0.17","0.043","0.008","7.9","1.3","33","2.2","0.87","3","24.2","0.27","0.94","1.15","0.05","3.4","0.002","0.9"
"Eastern Buffer","EM3","2023-07-03","1","Bottom Water","<0.1","0.013","0.8","54","3.8","56","190","0.1","0.036","0.011","7.9","0.5","34.3","2.2","0.91","3.6","23.2","0.15","1.2","1.34","0.04","4.2","<0.001","0.8"
"Eastern Buffer","EM3","2023-08-11","1","Surface Water","1","0.031","7.7","104","7.1","490","1700","0.13","0.034","0.016","7.9","3","32.2","3","0.96","3.5","25.6","0.2","0.11","0.27","0.05","10.7","0.001","1.2"
"Eastern Buffer","EM3","2023-08-11","1","Middle Water","0.2","0.009","1.1","62","4.3","8","18","0.088","0.014","0.009","7.9","1.4","34.1","3","0.98","3.9","23.7","0.11","0.14","0.24","0.06","15.4","<0.001","1"
"Eastern Buffer","EM3","2023-08-11","1","Bottom Water","<0.1","0.007","0.3","61","4.3","2","4","0.087","0.019","0.014","7.9","0.3","34.2","3","1.2","4.5","22.6","0.11","0.12","0.23","0.05","11.7","<0.001","1.2"
"Eastern Buffer","EM3","2023-09-15","1","Surface Water","0.4","0.04","1.4","115","7.7","89","240","0.067","0.021","0.013","7.9","<0.2","31.6","2.8","1","4.3","26.9","0.13","0.19","0.28","0.07","3.4","0.002","1"
"Eastern Buffer","EM3","2023-09-15","1","Middle Water","0.3","<0.005","<0.2","80","5.4","14","23","0.041","0.021","0.007","7.9","<0.2","32.3","2.8","0.89","3.8","26.7","0.07","0.12","0.18","0.07","2.7","<0.001","1.1"
"Eastern Buffer","EM3","2023-09-15","1","Bottom Water","0.2","<0.005","0.7","68","4.6","10","15","0.043","0.02","0.007","7.9","0.6","33.1","2.8","0.88","4.8","26","0.07","0.16","0.22","0.09","4","<0.001","1"
"Eastern Buffer","EM3","2023-10-04","1","Surface Water","0.3","0.034","2.7","93","5.9","1","36","0.03","0.003","0.006","7.9","0.2","32.2","3","0.52","5.9","29.5","0.07","0.18","0.21","0.05","3.1","0.002","2.7"
"Eastern Buffer","EM3","2023-10-04","1","Middle Water","0.3","0.02","1.4","94","6","1","6","0.011","<0.002","<0.002","7.9","0.3","32.5","3","0.46","6.3","29.4","0.03","0.11","0.12","0.06","2.6","<0.001","2.9"
"Eastern Buffer","EM3","2023-10-04","1","Bottom Water","0.3","0.009","1.1","91","5.8","<1","1","<0.002","<0.002","0.002","7.9","<0.2","32.7","3","0.42","8.5","29.3","0.01","0.13","0.13","0.06","3.3","<0.001","3.1"
"Eastern Buffer","EM3","2023-11-10","1","Surface Water","0.6","0.01","1.7","112","7.5","2","4","0.03","0.002","0.002","7.9","0.7","32.6","3","0.13","1.8","26.2","0.04","0.23","0.26","0.04","2.8","<0.001","0.5"
"Eastern Buffer","EM3","2023-11-10","1","Middle Water","0.4","0.008","1.3","85","5.8","58","120","0.03","0.004","<0.002","7.9","<0.2","32.7","3","0.19","1.9","26.1","0.04","0.32","0.35","0.04","3","<0.001","0.5"
"Eastern Buffer","EM3","2023-11-10","1","Bottom Water","0.4","<0.005","1.4","77","5.2","12","32","0.022","0.004","<0.002","7.9","0.5","32.7","3","0.19","2.9","26.1","0.03","0.1","0.13","0.13","3.3","<0.001","0.8"
"Eastern Buffer","EM3","2023-12-14","1","Surface Water","0.6","0.007","3.9","114","8.3","<1","5","0.009","0.004","<0.002","8.2","2.2","33.2","3.2","0.2","3.7","23","0.02","0.16","0.17","0.05","3.2","<0.001","1.4"
"Eastern Buffer","EM3","2023-12-14","1","Middle Water","0.6","<0.005","3.7","88","6.2","<1","2","0.027","<0.002","0.004","8.2","2.4","33.3","3.2","0.23","3.7","23.1","0.03","0.11","0.14","0.05","3.3","<0.001","1.8"
"Eastern Buffer","EM3","2023-12-14","1","Bottom Water","0.6","0.012","3.6","88","6.3","<1","<1","0.026","0.003","0.004","8.2","1.4","33.3","3.2","0.24","7","23.1","0.04","0.23","0.26","0.06","4","<0.001","2"
"Eastern Buffer","ET1","2023-01-15","1","Surface Water","0.5","0.15","0.3","76","5.8","120","840","0.23","0.027","0.014","7.3","0.4","32.1","2.2","1.7","1.2","18.9","0.41","0.48","0.74","0.08","1.1","<0.001","0.8"
"Eastern Buffer","ET1","2023-01-15","1","Middle Water","0.5","0.14","0.6","82","6.3","40","290","0.25","0.026","0.014","7.3","0.3","32.4","2.2","1.8","1.6","18.8","0.42","0.49","0.77","0.08","1","<0.001","0.6"
"Eastern Buffer","ET1","2023-01-15","1","Bottom Water","0.5","0.13","0.6","86","6.6","130","710","0.24","0.026","0.016","7.3","0.3","32.5","2.2","1.6","8.8","18.6","0.4","0.59","0.86","0.08","1.1","<0.001","2"
"Eastern Buffer","ET1","2023-03-02","1","Surface Water","0.7","0.085","0.9","91","6.9","43","63","0.079","0.01","0.003","7.3","<0.2","33.3","3.3","0.89","5.7","19.3","0.17","0.19","0.28","0.06","1.3","<0.001","0.8"
"Eastern Buffer","ET1","2023-03-02","1","Middle Water","0.7","0.081","0.6","90","6.8","90","170","0.026","0.02","0.004","7.3","<0.2","33.3","3.3","0.88","2.6","19.2","0.13","0.22","0.27","0.08","1.2","<0.001","0.5"
"Eastern Buffer","ET1","2023-03-02","1","Bottom Water","0.4","0.098","0.4","89","6.7","80","180","0.097","0.012","0.014","7.3","<0.2","33.4","3.3","0.79","6.9","19.1","0.21","0.17","0.28","0.08","1.3","<0.001","0.9"
"Eastern Buffer","ET1","2023-05-08","1","Surface Water","1","0.23","0.2","63","4.4","19000","26000","0.31","0.016","0.013","7.3","<0.2","31.3","2.4","0.97","6","24.4","0.56","0.7","1.03","0.04","3","0.002","0.7"
"Eastern Buffer","ET1","2023-05-08","1","Middle Water","1","0.18","<0.2","70","4.8","10000","26000","0.25","0.014","0.013","7.3","<0.2","32.4","2.4","0.75","4.7","24.8","0.44","0.72","0.98","0.05","1.5","0.002","0.8"
"Eastern Buffer","ET1","2023-05-08","1","Bottom Water","0.6","0.19","<0.2","73","5","5000","13000","0.26","0.013","0.02","7.3","0.3","32.8","2.4","0.8","5.9","24.7","0.46","0.67","0.94","0.04","1.9","0.002","0.5"
